Id,SalePrice
1461,122602.44608818977
1462,161234.86397905622
1463,185649.25293494703
1464,193193.88922225105
1465,194356.30985409225
1466,170720.59402754123
1467,174575.93212512275
1468,162419.10283046984
1469,191321.73071213398
1470,121520.43952524227
1471,182515.59551964645
1472,96131.26345197424
1473,95531.36856248719
1474,147116.56732606373
1475,113784.4712325973
1476,369668.51424935425
1477,249851.78442478582
1478,289568.4622659744
1479,276769.0418817805
1480,494172.6787255098
1481,343912.4245054729
1482,209129.67273838026
1483,176404.97695831896
1484,161604.79436598232
1485,185284.3771951704
1486,191601.4666435129
1487,331015.2993492587
1488,229532.33746440915
1489,197365.37761506104
1490,238900.41917876757
1491,192916.00768854422
1492,91997.9614661888
1493,178212.0232185507
1494,296585.3866800577
1495,288542.20712566405
1496,238781.33032866995
1497,178007.3325257389
1498,171525.61018617923
1499,165963.0144215259
1500,156181.7870885728
1501,173738.86239320037
1502,140820.7130783752
1503,295556.5029326648
1504,241425.73196060653
1505,226198.75823185785
1506,189389.89796895685
1507,247795.18285035447
1508,200921.80068097526
1509,158020.16886969766
1510,145882.36921692925
1511,155337.8831975285
1512,173169.76676704915
1513,145209.24706432084
1514,156406.72427835633
1515,191149.09766827783
1516,153106.3277249862
1517,170887.07751715154
1518,131534.1051088303
1519,216502.14160337043
1520,129283.87070079989
1521,134419.82970175392
1522,170851.19978956223
1523,115576.65350764945
1524,126902.19865224793
1525,121756.11238377161
1526,112969.24219762653
1527,104465.49193649505
1528,134023.85045792215
1529,156849.9884680978
1530,186171.9556576124
1531,102775.88967846044
1532,90768.47969274531
1533,150373.35130706432
1534,118191.31515405365
1535,149085.16671943455
1536,108838.59324864967
1537,61439.28712068439
1538,151052.06877578658
1539,186396.93454836967
1540,87347.9167406503
1541,144974.8892744308
1542,145702.37169028
1543,194606.6037150256
1544,79605.06723064094
1545,113492.26541533959
1546,131538.8921695866
1547,132761.3117872561
1548,134436.49445691842
1549,111825.36489874683
1550,135276.65995566914
1551,103533.0334008508
1552,139676.32372606327
1553,148100.08743981348
1554,114518.90673541043
1555,166016.92545299506
1556,81771.35713746915
1557,114300.22628513679
1558,98903.80166850082
1559,66865.84304830043
1560,127195.47642241948
1561,130822.46627666765
1562,131766.82122597986
1563,121207.63681941187
1564,154891.3084164704
1565,151056.87792100472
1566,238504.05336993415
1567,75799.17364317442
1568,233591.8631685342
1569,142158.38727908806
1570,133426.81159245723
1571,119885.72396483354
1572,145106.65177349103
1573,242206.91850820606
1574,119037.9411659817
1575,231536.04908170935
1576,232767.10624877433
1577,182501.0375849756
1578,142730.13284717518
1579,146955.64544523464
1580,194868.66581404756
1581,155300.7097845769
1582,125236.31864615032
1583,300437.8290547044
1584,216799.29328807208
1585,137935.62828812163
1586,69314.48909615978
1587,102491.63588853911
1588,151161.12655427482
1589,97763.72439628767
1590,132141.53626401158
1591,94386.28958267758
1592,115595.96211959692
1593,123319.62914681999
1594,133968.7246199484
1595,108995.50241065393
1596,221040.90509781506
1597,191778.01955836322
1598,220059.34409899576
1599,176807.57755749382
