Id,SalePrice
1461,122029.49171924843
1462,163373.08820963683
1463,183822.5923977081
1464,192185.93613231293
1465,192886.21927389927
1466,166969.21546967034
1467,172564.1358609781
1468,162684.5507639458
1469,190661.73123776857
1470,122459.48761405042
1471,195847.20590168622
1472,94870.47998948008
1473,95158.14987696498
1474,149613.4590943903
1475,110576.516769414
1476,377379.7397303094
1477,253148.17665742413
1478,303317.6633701427
1479,293665.0357304868
1480,477440.1762931542
1481,341079.74941422534
1482,210246.28183040943
1483,183002.7730544576
1484,162819.39828349184
1485,186351.83066063529
1486,194107.05262777017
1487,331748.1859908198
1488,235063.71577223498
1489,191765.8635210481
1490,233005.38570515436
1491,191856.28094805856
1492,90924.92998200371
1493,179211.51689528345
1494,298551.70433838194
1495,289736.3678690854
1496,228991.44408462412
1497,174353.9321808485
1498,166125.44916570865
1499,155624.5711465346
1500,150806.2749445984
1501,169846.95372848262
1502,137736.0674805617
1503,288191.35190084786
1504,237553.6455260914
1505,223136.4810691222
1506,182931.55474885931
1507,253681.72011640854
1508,198793.27967930777
1509,158680.4876728596
1510,142464.0160004023
1511,153508.06609272936
1512,167485.68388609024
1513,143943.41548199125
1514,153214.69087500786
1515,198677.20756146716
1516,157761.87146341294
1517,166877.07187171196
1518,130429.2212222436
1519,218926.4873289303
1520,128216.38963222294
1521,131775.62630652246
1522,166677.20853414034
1523,113552.6681004137
1524,124042.50628411912
1525,121205.54341094157
1526,114238.3502378916
1527,101853.12819982131
1528,135303.02365998738
1529,149392.23329741549
1530,180574.34161129515
1531,110136.45298736104
1532,96102.84825586555
1533,153020.47414778295
1534,117252.60176328491
1535,159392.5455235967
1536,112781.21421231698
1537,67588.6285694306
1538,164959.7557333386
1539,195249.50924285225
1540,94143.52562170406
1541,140732.5522687539
1542,144188.58366515912
1543,205111.16402971387
1544,82311.45125481204
1545,115381.07817176411
1546,133580.23855703283
1547,136513.58785941923
1548,136325.22862499466
1549,114931.38533840018
1550,134959.53031352817
1551,111265.8852050391
